id,age_band,work_type,education_level,role_type,household_type,capital_gain_band,capital_loss_band,weekly_hours_band,region_type,protected_group,label
train_2790,band_1,private,10,commercial_admin,independent,none,none,low,domestic,group_a,0
train_2791,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2792,band_1,private,10,commercial_admin,independent,none,none,low,domestic,group_a,0
train_2793,band_2,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_2794,band_4,private,10,service,independent,none,none,low,domestic,group_a,0
train_2795,band_2,private,5,operations,partnered,low,none,standard,domestic,group_b,0
train_2796,band_3,public,13,technical,partnered,none,none,standard,domestic,group_b,1
train_2797,band_3,self_employed,9,operations,partnered,none,none,high,domestic,group_b,0
train_2798,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2799,band_2,private,13,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2800,band_2,private,13,technical,partnered,none,none,standard,domestic,group_b,1
train_2801,band_2,private,7,operations,shared_household,none,low,high,domestic,group_b,0
train_2802,band_1,private,10,operations,shared_household,none,none,low,regional,group_b,0
train_2803,band_1,self_employed,10,technical,partnered,none,none,standard,domestic,group_b,1
train_2804,band_1,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2805,band_3,private,6,operations,shared_household,none,none,standard,domestic,group_b,0
train_2806,band_1,private,10,operations,shared_household,none,none,standard,domestic,group_b,0
train_2807,band_2,private,11,technical,partnered,none,none,standard,domestic,group_b,1
train_2808,band_4,self_employed,10,technical,shared_household,none,none,standard,domestic,group_b,0
train_2809,band_3,private,8,operations,partnered,none,none,standard,domestic,group_b,0
train_2810,band_3,private,9,operations,partnered,none,none,low,domestic,group_a,0
train_2811,band_2,public,9,operations,partnered,none,none,high,domestic,group_b,1
train_2812,band_2,public,9,operations,shared_household,none,none,standard,domestic,group_a,0
train_2813,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_2814,band_2,self_employed,11,technical,partnered,none,none,high,domestic,group_b,1
train_2815,band_3,self_employed,10,commercial_admin,shared_household,none,none,low,domestic,group_b,0
train_2816,band_1,private,7,service,shared_household,none,none,low,domestic,group_a,0
train_2817,band_3,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_2818,band_1,private,13,commercial_admin,independent,none,none,high,domestic,group_a,0
train_2819,band_1,private,10,operations,partnered,high,none,high,domestic,group_a,1
train_2820,band_1,private,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_2821,band_2,private,9,operations,partnered,none,none,standard,domestic,group_a,0
train_2822,band_4,public,9,technical,shared_household,none,none,standard,domestic,group_a,0
train_2823,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2824,band_3,public,13,technical,partnered,none,none,high,domestic,group_b,0
train_2825,band_1,private,13,technical,independent,none,none,standard,domestic,group_a,1
train_2826,band_3,self_employed,13,operations,partnered,none,none,high,domestic,group_b,0
train_2827,band_1,private,10,service,shared_household,none,none,standard,domestic,group_a,0
train_2828,band_2,private,13,technical,shared_household,none,low,standard,domestic,group_b,0
train_2829,band_1,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2830,band_2,private,11,operations,partnered,none,none,standard,domestic,group_b,1
train_2831,band_2,private,11,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_2832,band_4,private,10,technical,independent,high,none,high,domestic,group_a,0
train_2833,band_1,private,10,operations,partnered,none,none,low,domestic,group_b,0
train_2834,band_3,private,7,operations,partnered,high,none,standard,domestic,group_b,1
train_2835,band_3,private,10,operations,partnered,none,none,high,domestic,group_b,0
train_2836,band_2,public,13,technical,partnered,none,none,high,domestic,group_a,1
train_2837,band_3,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_2838,band_4,private,9,operations,partnered,none,none,low,other_international,group_a,0
train_2839,band_2,private,13,technical,independent,none,none,standard,domestic,group_a,0
train_2840,band_1,private,10,service,independent,none,none,standard,domestic,group_b,0
train_2841,band_3,private,9,commercial_admin,partnered,low,none,standard,domestic,group_b,0
train_2842,band_1,self_employed,9,operations,shared_household,none,none,low,domestic,group_b,0
train_2843,band_3,self_employed,10,operations,partnered,none,none,high,domestic,group_b,0
train_2844,band_2,private,10,technical,independent,none,none,standard,domestic,group_b,0
train_2845,band_4,public,9,operations,partnered,low,none,standard,domestic,group_b,0
train_2846,band_2,public,13,technical,partnered,none,none,high,domestic,group_b,0
train_2847,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2848,band_4,self_employed,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_2849,band_2,private,12,technical,shared_household,none,none,standard,domestic,group_b,0
train_2850,band_2,private,8,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2851,band_2,private,11,operations,partnered,none,none,high,domestic,group_b,1
train_2852,band_1,private,14,technical,shared_household,none,none,standard,domestic,group_a,0
train_2853,band_3,private,9,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_2854,band_1,private,13,service,shared_household,none,none,standard,domestic,group_b,0
train_2855,band_3,self_employed,13,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_2856,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_b,0
train_2857,band_3,private,14,technical,partnered,none,none,high,domestic,group_b,1
train_2858,band_1,public,12,technical,shared_household,none,none,standard,domestic,group_a,0
train_2859,band_1,private,9,service,shared_household,none,none,low,domestic,group_a,0
train_2860,band_2,private,14,technical,partnered,none,none,high,domestic,group_b,0
train_2861,band_1,private,6,operations,shared_household,none,none,low,domestic,group_b,0
train_2862,band_2,private,13,operations,partnered,none,none,standard,domestic,group_b,1
train_2863,band_2,private,13,technical,independent,none,none,standard,domestic,group_a,0
train_2864,band_2,private,5,operations,independent,none,none,standard,domestic,group_b,0
train_2865,band_2,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_2866,band_1,private,10,service,shared_household,none,none,standard,domestic,group_a,0
train_2867,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2868,band_3,self_employed,10,service,partnered,none,none,high,domestic,group_a,0
train_2869,band_1,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2870,band_3,private,9,technical,partnered,none,none,standard,domestic,group_b,1
train_2871,band_1,private,7,operations,independent,none,none,standard,domestic,group_b,0
train_2872,band_2,private,2,operations,partnered,none,none,standard,regional,group_b,0
train_2873,band_2,self_employed,10,operations,partnered,high,none,standard,domestic,group_b,1
train_2874,band_3,private,13,operations,partnered,none,none,standard,domestic,group_b,0
train_2875,band_2,private,10,operations,independent,none,none,standard,domestic,group_b,0
train_2876,band_2,private,9,operations,partnered,none,low,high,domestic,group_b,1
train_2877,band_2,self_employed,9,technical,partnered,none,none,high,domestic,group_b,0
train_2878,band_2,private,11,operations,shared_household,none,none,standard,domestic,group_b,0
train_2879,band_1,private,8,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2880,band_3,private,10,technical,partnered,none,none,standard,domestic,group_b,1
train_2881,band_3,private,10,operations,independent,low,none,standard,domestic,group_b,0
train_2882,band_2,private,15,technical,partnered,high,none,high,domestic,group_b,1
train_2883,band_2,private,13,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2884,band_2,private,14,technical,independent,none,none,standard,domestic,group_a,0
train_2885,band_2,self_employed,11,technical,partnered,none,none,standard,domestic,group_b,0
train_2886,band_2,public,13,technical,partnered,none,none,standard,domestic,group_b,1
train_2887,band_3,self_employed,9,operations,partnered,none,none,high,domestic,group_b,1
train_2888,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_2889,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2890,band_3,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_2891,band_2,private,9,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_2892,band_1,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2893,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2894,band_2,private,9,operations,partnered,none,none,standard,domestic,group_a,0
train_2895,band_1,public,10,operations,shared_household,none,low,standard,domestic,group_b,0
train_2896,band_1,private,10,operations,shared_household,low,none,standard,domestic,group_a,0
train_2897,band_3,private,16,technical,partnered,none,none,standard,domestic,group_b,1
train_2898,band_1,private,10,operations,shared_household,none,none,standard,domestic,group_b,0
train_2899,band_2,private,13,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_2900,band_2,private,9,service,independent,none,none,standard,domestic,group_a,0
train_2901,band_2,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_2902,band_1,private,10,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_2903,band_3,private,9,technical,independent,none,none,standard,domestic,group_a,0
train_2904,band_3,private,9,operations,independent,none,none,low,domestic,group_a,0
train_2905,band_1,private,13,technical,shared_household,none,none,high,domestic,group_b,0
train_2906,band_1,private,12,technical,independent,none,none,standard,domestic,group_a,0
train_2907,band_1,private,12,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2908,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2909,band_3,self_employed,9,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_2910,band_1,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_2911,band_2,private,12,operations,independent,none,none,standard,domestic,group_a,0
train_2912,band_2,private,13,operations,partnered,none,none,high,domestic,group_b,0
train_2913,band_1,private,9,operations,partnered,none,none,standard,domestic,group_a,0
train_2914,band_2,public,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2915,band_2,private,9,technical,independent,none,none,standard,domestic,group_a,0
train_2916,band_2,private,9,operations,partnered,high,none,standard,domestic,group_b,1
train_2917,band_1,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2918,band_2,private,10,service,partnered,none,none,high,domestic,group_b,0
train_2919,band_1,self_employed,9,technical,independent,none,none,standard,domestic,group_a,0
train_2920,band_2,self_employed,13,technical,partnered,none,low,standard,domestic,group_a,1
train_2921,band_4,public,14,technical,partnered,none,none,low,domestic,group_a,1
train_2922,band_2,private,10,technical,partnered,none,none,standard,domestic,group_b,1
